OBJECTID,SYSTEM,MONTHDAY_INSTALLED,YEAR_INSTALLED,LIFECYCLESTATUS,OWNER,SUBTYPE,HYDRAULICID,FACILITYID,VEGETATION,Shape__Area,Shape__Length
109,GSWI,,,PRP,PWD,2,,0ea48e2a-2c2a-4a29-a202-1a828fcf4c1a,,30.13671875,27.1855843920076
110,GSWI,,,PRP,PWD,2,,d65c86ee-f51c-409a-8044-bc11d51129f7,,51.27734375,39.9842535254563
111,GSWI,,,PRP,PWD,2,,755c1efa-fff9-4590-a4df-341c09e932f5,,60.22265625,41.9800644979076
112,GSWI,5_3,2021,ACT,PWD,2,,30a9c25a-e7f7-4375-a88b-d9ee0997a40f,,42.6875,35.2488856334929
113,GSWI,5_3,2021,ACT,PWD,2,,37f89dec-6d7d-4aa5-b299-26c6164cb314,,42.0703125,34.7166847480415
114,GSWI,5_3,2021,ACT,PWD,2,,abc010ee-fac9-4ba1-a0b6-c8218d6440df,,41.27734375,34.2255016402277
115,GSWI,5_3,2021,ACT,PWD,2,,abfa9743-9865-4ae4-b25d-d65900f969f0,,42.57421875,34.5624198618051
116,GSWI,5_3,2021,ACT,PWD,2,,e2cae35f-5464-4dc8-b8df-856ceb46b985,,43.390625,35.1140569928091
117,GSWI,,,PRP,PWD,2,,57fef72c-35a4-45ce-812a-2f36d4663f38,,43.4609375,35.1585125032386
118,GSWI,5_3,2021,ACT,PWD,2,,f9611195-65aa-48be-9882-10a8c94f0f3f,,48.4609375,38.4344601256411
119,GSWI,5_3,2021,ACT,PWD,2,,273c7348-a6b4-48f7-a831-3f3dc17f7ec7,,59.64453125,45.5735343241621
120,GSWI,5_3,2021,ACT,PWD,2,,1dcd6543-0107-4b8e-8f3d-fab6f6f8e82e,,59.94921875,47.2508305199963
121,GSWI,,,PRP,PWD,2,,46c32d55-5010-44d3-9cae-403d4f0ee3a1,,41.45703125,44.2801725606655
122,GSWI,,,PRP,PWD,2,,dcd87f64-3a85-4b54-8765-719957c03858,,82.41015625,64.296244686026
123,GSWI,4_19,2021,ACT,PWD,2,,0b1f64e6-2bfd-480f-b439-bdcab5e505ec,,35.7109375,29.6985716611037
124,GSWI,4_19,2021,ACT,PWD,2,,2dfb9b3c-5fa2-42ad-a237-8037e0584dca,,35.26171875,29.8246957937766
125,GSWI,4_19,2021,ACT,PWD,2,,274ad083-2190-419c-990e-82e03511a882,,33.45703125,27.181210940407
126,GSWI,4_19,2021,ACT,PWD,2,,f6d68959-8fc0-4274-87f0-6e33bea4734f,,32.9296875,26.8533189256203
127,GSWI,,,PRP,PWD,2,,de3edc45-e04f-4d6f-bbcb-c2415fed60ba,,49.88671875,42.5120270912385
128,GSWI,,,PRP,PWD,2,,91cff697-a563-408e-bace-b047c4885ecf,,36.39453125,31.0534737075476
129,GSWI,,,PRP,PWD,2,,023d69ea-d482-4516-bf67-522d205cfc75,,72.80078125,46.5000989366391
130,GSWI,,,PRP,PWD,2,,0bc9419b-c71a-4935-8ab1-115d0905545f,,25.33203125,23.455634569867
131,GSWI,,,PRP,PWD,2,,462fa589-c4ab-4df1-b7db-3506da0c631b,,32.4921875,27.2332834510274
132,GSWI,,,PRP,PWD,2,,23053351-2872-40ec-ad8a-6aa960c0b985,,32.9609375,27.5548457103513
133,GSWI,,,PRP,PWD,2,,a1574c5d-9e8b-4f8f-920d-ab5e7d74d807,,19.93359375,25.0545788228641
134,GSWI,,,PRP,PWD,2,,d18470e5-ca0d-47bd-9311-ed54aadbbf8d,,36.984375,40.5999364844842
135,GSWI,,,PRP,PWD,2,,dcfca97f-2ff5-4f1b-94ea-a7b03525176d,,19.5390625,24.6545705280045
136,GSWI,,,PRP,PWD,2,,21740022-8c32-444b-b9ec-03e7bfd7defe,,36.40625,40.574558456424
137,GSWI,,,PRP,PWD,2,,39686497-68ec-4af0-98de-fa52a44fe9ec,,45.10546875,48.9392793711273
138,GSWI,,,PRP,PWD,2,,7fb876df-be7b-4b5b-87f1-db372f2396eb,,28.234375,33.0020066020866
139,GSWI,,,PRP,PWD,2,,fa4d6483-d3aa-41cc-8481-3941bcb34ebb,,36.53515625,40.3791779597117
140,GSWI,,,PRP,PWD,2,,da074890-4af3-4f38-9584-cac3cafa963a,,61.33984375,44.7116023512505
141,GSWI,,,PRP,PWD,2,,971a47f0-afc6-4533-a701-e840c1244d90,,72.73828125,49.8946659206537
142,GSWI,,,PRP,PWD,2,,d830c69f-8dfb-4850-bc76-19b998819fa9,,52.765625,33.1529261499703
143,GSWI,4_3,2019,ACT,PWD,2,,b78b5dd3-be3c-40c1-8934-c4fbb82c9410,,64.80078125,33.8056017169399
144,GSWI,4_3,2019,ACT,PWD,2,,240f5a2a-82bd-426a-9e9d-5736759b8377,,44.59765625,47.1614853164557
145,GSWI,6_29,2020,ACT,PWD,2,,d3a85093-bee7-46f1-be84-629b45617c3c,,39.04296875,29.166652565049
146,GSWI,6_29,2020,ACT,PWD,2,,bdbe3a5f-6733-4f65-9351-6c321e544927,,34.15625,25.4665783004168
147,GSWI,,,PRP,PWD,2,,6e1326a6-5b3c-4bf2-b751-4c7e233391d1,,152.609375,97.7244321029409
148,GSWI,,,PRP,PWD,2,,63160706-cdc5-44ca-b00e-acd8aee01cc5,,215.28125,150.46757132622
149,GSWI,,,PRP,PWD,2,,7dc52f9c-d80e-44b7-aa16-ef0ad3e5a4d4,,55.63671875,50.3791471522143
150,GSWI,,,PRP,PWD,2,,afebde24-86dc-4cd5-a7fc-8c2077d1dc02,,29.6328125,33.5542651623711
151,GSWI,,,PRP,PWD,2,,eb55a5ee-f97d-4f4d-a5b8-cbd9c9186b5b,,111.72265625,53.5290290568162
152,GSWI,,,PRP,PWD,2,,4c3a09df-331d-4e9a-bd5b-4a2822707ca8,,35.72265625,33.4253611966343
153,GSWI,,,PRP,PWD,2,,e0ae1357-0806-4c37-889a-d7db3e779917,,22.375,20.4022856198746
154,GSWI,5_20,2013,ACT,PWD,5,,7d9147db-af71-43bf-b40a-7d7f1d3cd72a,,15157.78515625,640.817525393961
155,GSWI,7_20,2011,ACT,PRIVVOL,5,,1003d03e-3d48-41a0-a445-b8050ce1f542,,1533.765625,148.694421346322
156,GSWI,7_20,2011,ACT,PRIVVOL,5,,f31e0852-6fe9-4c81-b14c-9be68884a2e5,,1530.5625,176.050933981884
157,GSWI,12_31,2012,ACT,PRIVVOL,5,,90c01b55-ba17-437b-a895-c90f56a354ce,,1925.70703125,225.822929619182
158,GSWI,7_10,2012,ACT,PRIVVOL,5,,9f03eeb5-5556-44db-88f4-d85f2481c719,,1344.94140625,140.822554393048
159,GSWI,7_10,2012,ACT,PRIVVOL,5,,a2cb5bb2-14b8-493c-b3ee-9df248e9c971,,772.15625,102.88149590696
160,GSWI,7_1,2010,ACT,PRIVVOL,5,,5c50299a-8dfe-44d7-9fec-46f44160d4a0,,1119.06640625,146.351667459333
161,GSWI,7_1,2010,ACT,PRIVVOL,5,,f27c7607-e8af-48ad-b98f-b9c2985f38e5,,2645.6640625,219.768257375548
162,GSWI,11_27,2006,ACT,PRIVMAND,5,,d708e9e7-e704-4ef1-b98d-071f256b05f8,,597.01171875,131.708759575833
163,GSWI,12_30,2011,ACT,PRIVMAND,5,,b08b2836-e0b4-4d25-a069-219c460db984,,344.99609375,90.0232751993908
164,GSWI,10_3,2013,ACT,PRIVVOL,5,,86c83488-1d11-4772-a945-aeaa7018906f,,909.5390625,147.561628840421
165,GSWI,10_3,2013,ACT,PRIVVOL,5,,9c7fd14f-f2db-4c4d-8daf-0312c549783d,,1569.03125,340.414537238383
166,GSWI,4_16,2013,ACT,PRIVMAND,5,,630052ed-e909-4686-985c-56789e30684d,,298.234375,88.2519663681005
167,GSWI,5_24,2016,ACT,PRIVMAND,5,,1c198897-fc9b-4c94-ba11-6f8d8cece6d9,,1156.390625,130.847799239589
168,GSWI,7_9,2007,ACT,PRIVMAND,5,,857432a8-4e0c-48df-8c34-66aabca4c2ac,,342.1484375,68.9167787755837
169,GSWI,4_29,2013,ACT,PRIVMAND,5,,0be9c185-560f-4cd2-a3ca-885925b39e49,,853.86328125,138.375041569516
170,GSWI,10_28,2008,ACT,PRIVMAND,5,,5fbc1963-309d-4d77-8f94-48d6f58e656c,,2181.83203125,197.807859433256
171,GSWI,3_27,2008,ACT,PRIVMAND,5,,b36fae71-f5b0-4313-b5ef-1cdef3a0f3ef,,776.2578125,148.293665584941
172,STORM,5_20,2003,ACT,PWD,5,,4f0d7bd0-1134-46ee-b23e-52b3bfdb4948,,2225.71484375,186.502763672099
173,STORM,7_4,1989,ACT,PRIV,5,,103878a1-92ee-4eed-a0d1-9fd20684db6d,,926.6015625,116.496402992347
174,STORM,1_22,2006,ACT,PWD,5,,07e248d6-d2c2-4daf-a5b6-f8548b22b5a5,,6475.2265625,411.607460764755
175,STORM,6_11,2007,ACT,PRIV,5,,2602a582-5ce4-4f09-b244-bf50bf5784ea,,2873.01953125,304.762880108147
176,STORM,7_4,1989,ACT,PRIV,5,,4be28eed-ccc6-445e-b1f5-ca522d8b1ea4,,3044.8125,300.946699048311
177,STORM,8_5,2003,ACT,PRIV,5,,afebc1d8-0162-4f80-a956-e407340e359a,,2162.375,183.811130956135
178,STORM,5_26,2000,ACT,PRIV,5,,90ee5fb6-6722-4dcb-b743-0666fd31e34f,,1042.859375,174.48834482466
179,STORM,5_26,2000,ACT,PRIV,5,,e84017da-95b0-464c-a809-cbe19bc67491,,855.80078125,116.14232511622
180,STORM,1_1,9999,ACT,PRIV,5,,397154e7-4573-4f8c-980a-eb77913822b1,,4787.09765625,353.905587834549
181,GSWI,12_22,2017,ACT,PRIVMAND,5,,da752787-bed2-46ce-9bfa-ff7db7f225b2,,4346.734375,244.827354469547
182,GSWI,11_23,2013,ACT,PRIVVOL,5,,1e454b2d-0b5a-4c7a-a9da-ef41ba22a244,,1375.453125,171.881700195007
183,GSWI,11_23,2013,ACT,PRIVVOL,5,,e5013c0f-38c7-42c5-b9aa-685e0f2fc3ef,,1312.89453125,147.348130933606
184,GSWI,11_4,2014,ACT,PRIVVOLSMIP,5,,c4895533-f932-45a9-9de3-0d4bad650b2e,,13890.375,495.808104900975
185,GSWI,,,PRP,PRIVVOL,5,,248c090b-8819-4c2d-ada8-355b9e16180b,,4079.25390625,257.335165789052
186,GSWI,,,PRP,PRIVVOL,5,,3a3eb420-1a08-4f88-919b-b0efd09fb7b6,,3304.08984375,287.100066612645
187,GSWI,10_19,2012,ACT,PRIVMAND,5,,e94be7b7-e036-42bb-a647-e21d1706a52e,,671.0390625,127.122958588862
188,GSWI,9_9,2013,ACT,PRIVMAND,5,,8a8ee265-7586-4a15-ba0d-c47ff19caded,,3216.8203125,291.413966170621
189,GSWI,7_23,2013,ACT,PRIVMAND,5,,6f573c08-bb40-4dcc-9d2b-e236f111dceb,,1189.5,409.832845675666
190,GSWI,7_25,2007,ACT,PRIVMAND,5,,5eaa25fb-4a20-4acb-9714-a1c2428837d3,,80.94921875,69.1474540767027
191,GSWI,10_9,2013,ACT,PRIVMAND,5,,9b529f02-4ba4-4916-b68e-5934e0ca4b36,,745.85546875,147.454877189851
192,GSWI,10_9,2013,ACT,PRIVMAND,5,,5bd38360-b955-4ee7-9eec-dead98d0eb68,,255.2265625,63.8696054279664
193,GSWI,10_9,2013,ACT,PRIVMAND,5,,1115f667-37d3-4142-bf70-f00692663897,,230.765625,74.8168704219921
194,GSWI,7_17,2014,ACT,PRIVMAND,5,,a476ddfd-4edd-4c6f-9896-49b989e82730,,1620.6875,274.244468807612
195,GSWI,7_17,2014,ACT,PRIVMAND,5,,64ac85c4-ab57-4663-8808-c263a99d9dab,,2076.9375,190.07653027184
196,GSWI,10_25,2006,ACT,PRIVMAND,5,,5269c660-51d0-421c-98ff-ab8268714094,,1087.08984375,218.236540378393
197,GSWI,10_25,2006,ACT,PRIVMAND,5,,78374f30-8874-4d83-a46b-b87375b6fabe,,489.34765625,259.389994138195
198,GSWI,11_3,2014,ACT,PRIVMAND,5,,f003b9cf-fc40-4234-95f1-b8538bef06ca,,1757.07421875,337.638372462702
199,GSWI,11_3,2014,ACT,PRIVMAND,5,,ed830c8d-4285-495d-a600-21c857d95c69,,826.546875,128.45687056713
200,GSWI,11_3,2014,ACT,PRIVMAND,5,,0a64971b-64e0-429e-8aca-70e405d2de4b,,3110.55859375,458.13726848499
201,GSWI,11_3,2014,ACT,PRIVMAND,5,,4837be7c-a49c-4b32-832e-82722cf3123b,,1628.015625,239.481939123152
202,GSWI,11_3,2014,ACT,PRIVMAND,5,,7c67e20f-8d97-4839-a678-b4e986a39b5b,,4866.36328125,330.386016906529
203,GSWI,11_3,2014,ACT,PRIVMAND,5,,e61f6864-2f33-4897-860b-33f9400d4f28,,1976.05859375,180.307323946827
204,GSWI,8_1,2012,ACT,PRIVMAND,5,,95f6d26d-aa70-46b0-89bd-0427cd7eab54,,1502.40625,171.90789487116
205,GSWI,1_7,2014,ACT,PRIVMAND,5,,0d31c542-7f8b-4d3d-a475-78d8ff062828,,844.35546875,136.949252925531
206,GSWI,6_4,2014,ACT,PRIVMAND,5,,092a19cc-a37b-4591-b8a3-c7ef4ed2794f,,630.48046875,123.187476026294
207,GSWI,8_1,2012,ACT,PRIVMAND,5,,8f1bba5f-2c79-4033-aa73-dc616a64faf5,,1758.5,368.815620237395
208,GSWI,5_20,2013,ACT,PWD,5,,bdb33970-3b36-4ee7-bc06-4b2159daa8f0,,4432.4765625,542.660571214824
209,GSWI,9_18,2013,ACT,PRIVMAND,5,,df45c33f-dc19-4333-8c7d-a4fdcac420f6,,272.36328125,66.4813255773156
210,GSWI,4_15,2008,ACT,PRIVMAND,5,,db6a35ab-0bb7-4970-894a-2b9c47d2c9d9,,930.83984375,232.633267204941
211,GSWI,4_15,2008,ACT,PRIVMAND,5,,88d5fce4-a0db-48db-ad56-2ebcf9a5fac9,,503.80078125,187.85038828995
212,GSWI,4_15,2008,ACT,PRIVMAND,5,,fa6f9bac-535b-4d33-8a93-bb3c537da3b2,,365.8671875,129.507066666829
213,GSWI,1_17,2013,ACT,PRIVMAND,5,,e95b18a8-b70f-473d-a8cd-e3d79b52b550,,1225.23046875,250.211945015058
214,GSWI,5_9,2007,ACT,PRIVMAND,5,,a8d0692e-379d-47cc-be41-71a3780c712b,,683.20703125,110.234608008683
215,GSWI,12_23,2008,ACT,PRIVMAND,5,,a4b2d2b1-0242-434d-862d-50c4f93e8814,,2839.16796875,258.017522288922
216,GSWI,4_7,2006,ACT,PRIVMAND,5,,911e1c58-6567-4ace-adc9-6300292d509f,,267.78515625,107.319088624014
217,GSWI,7_23,2013,ACT,PRIVMAND,5,,9c122140-b134-4a60-b238-049e8c2e9606,,267.4140625,68.7985957435134
218,GSWI,4_14,2011,ACT,PRIVMAND,5,,09ff25a4-a565-43af-bbdd-b90725377f4e,,684.89453125,181.549792776795
219,GSWI,11_29,2006,ACT,PRIVMAND,5,,9d4361f6-29f9-472e-b7bd-6272cb92482b,,2691.2265625,192.197674719669
220,GSWI,11_29,2006,ACT,PRIVMAND,5,,43fefb6d-aa8f-4cf9-b430-3c4b255eb05f,,230.71484375,161.23777828551
221,GSWI,5_21,2009,ACT,PRIVMAND,5,,81f08b7a-d369-4167-ba2d-7270f4ff50cf,,487.796875,88.7668529583908
222,GSWI,11_24,2009,ACT,PRIVMAND,5,,5c85b016-5c9a-4ad4-b5c4-fc880f63485f,,2179.41796875,328.728517588783
223,GSWI,5_2,2007,ACT,PRIVMAND,5,,bc197182-f113-4ace-a4df-ede9ad1324b3,,71.4453125,41.2675673695241
224,GSWI,,,PRP,PRIVMAND,5,,67a3174b-2578-468c-bad4-715e0501d5f7,,91.5390625,52.3237456425798
225,GSWI,,,PRP,PRIVMAND,5,,4da34a3c-9b83-4166-85dd-811049b74b8b,,51.98046875,66.4755969342155
226,GSWI,,,PRP,PRIVMAND,5,,45966304-3d66-4fe6-854f-9ffe12a94f05,,130.859375,72.0884344081369
227,GSWI,,,PRP,PRIVMAND,5,,0925d55d-fdc1-42fc-b38d-3f0da6641be0,,86.69921875,112.945677458408
228,GSWI,11_28,2017,ACT,PRIVMAND,5,,a48dc5a0-e92c-460d-aecc-7933a75c1185,,660.72265625,479.156735137939
229,GSWI,2_27,2013,ACT,PRIVMAND,5,,38570e13-32c1-44cf-ae2f-c9740205b67d,,293.65625,148.427670820938
230,GSWI,8_30,2013,ACT,PRIVMAND,5,,f758042d-e2ce-488a-8d71-6faa1658161e,,4546.36328125,258.120564401572
231,GSWI,7_14,2006,ACT,PRIVMAND,5,,63c32fab-7f47-4db8-91bd-1c4cb3c3786a,,676.41015625,123.009169022511
232,GSWI,1_4,2008,ACT,PRIVMAND,5,,0ddc87ca-0c37-4098-a407-34f2fda270f1,,787.5546875,113.30757676835
233,GSWI,7_20,2016,ACT,PRIVMAND,5,,ea2acf30-bb3f-4048-8105-9154929635b1,,85.4609375,274.481673281647
234,GSWI,8_27,2014,ACT,PRIVMAND,5,,23ed42d9-c3be-4dc3-8b8e-cfe14da32fab,,8702.89453125,405.07762713085
235,GSWI,8_27,2014,ACT,PRIVMAND,5,,01d2874e-9f08-4579-ac19-e7e8d8abb349,,2498.48046875,388.463581887271
236,GSWI,8_27,2014,ACT,PRIVMAND,5,,3f8481f8-b182-4ba3-9ca4-0a685519d286,,2007.609375,370.198343099291
237,GSWI,4_22,2013,ACT,PRIVMAND,5,,4ecc1f54-c975-4df6-bae6-1390d6e345c8,,487.7734375,119.054121956974
238,GSWI,,,PRP,PRIVMAND,5,,ab3aeea2-2973-4001-9c03-f522ea7f337a,,1896.95703125,203.104097825868
239,GSWI,9_8,2017,ACT,PRIVMAND,5,,4bbcf9dd-047b-41c5-bf71-b2c87908ea24,,427.48046875,99.4824113216432
240,GSWI,,,PRP,PRIVMAND,5,,2a7cabd4-69bc-49d3-9388-90862e88e8e9,,2768.15234375,1204.37082790211
241,GSWI,5_16,2007,ACT,PRIVMAND,5,,f08cc3ba-3865-446c-8de2-002cd193899a,,1953.421875,252.036692840608
242,GSWI,7_23,2013,ACT,PRIVMAND,5,,3734bccb-8781-4b11-a3df-8e1009b29667,,171.72265625,73.5388689625052
243,GSWI,2_27,2013,ACT,PRIVMAND,5,,8be11c59-83cf-4993-9826-d40c486817cb,,126.44921875,135.513057365351
244,GSWI,4_26,2016,ACT,PRIVMAND,5,,18c69bc7-da48-45f1-8629-c993553ce798,,119.2265625,63.9512670193387
245,GSWI,4_26,2016,ACT,PRIVMAND,5,,f3d824d3-74d8-46b7-b145-c3efd3cf3166,,395.609375,572.445922105071
246,GSWI,4_26,2016,ACT,PRIVMAND,5,,9a3163c8-b54d-44c5-8f85-87cd2f92f618,,109.7265625,160.784303516083
247,GSWI,4_26,2016,ACT,PRIVMAND,5,,a803a7b9-8536-49f1-b621-6d626f0275f9,,116.87890625,62.2807228176339
248,GSWI,5_9,2012,ACT,PRIVMAND,5,,f39dda99-40b4-45cd-839d-093aef058780,,575.7421875,116.431464846584
249,GSWI,6_6,2016,ACT,PRIVMAND,5,,267964f7-9182-40ef-b3f7-5516ece4c7e1,,745.8359375,106.045658892977
250,GSWI,8_29,2016,ACT,PRIVVOL,5,,b2886116-7071-4264-9b75-a0033e15bb56,,833.25390625,153.58185394821
251,GSWI,8_29,2016,ACT,PRIVVOL,5,,31c7250f-7b55-4a24-a8b1-4e46be0471cf,,237.54296875,60.6989691558888
252,GSWI,1_17,2007,ACT,PRIVMAND,5,,964b7405-80ed-4de7-9bed-683293a1b9c9,,3137.578125,235.110928893763
253,GSWI,8_2,2017,ACT,PRIVMAND,5,,bbeec38b-76c6-4fa3-bcd1-8233b10ebe0f,,93.04296875,39.7274532712047
254,GSWI,9_16,2016,ACT,PRIVVOLSMIP,5,,a952433f-f166-4eb8-afde-547908605ac8,,515.140625,176.056310921519
255,GSWI,9_16,2016,ACT,PRIVVOLSMIP,5,,2b326f51-9535-4aa2-b78f-26132d5e866a,,761.58203125,133.380494750224
256,GSWI,9_30,2016,ACT,PRIVMAND,5,,bbc7a28a-a2cb-441d-9f40-ccbfe989560b,,843.8125,153.752838095426
257,GSWI,,,PRP,PRIVVOL,5,,d8398ef7-dc48-49cb-b81a-c8df4e69dab5,,3139.86328125,253.689432346571
258,GSWI,9_16,2016,ACT,PRIVVOLSMIP,5,,fb875ea2-d8b1-42a0-965f-033a40ce674e,,313.34765625,85.1447052794879
259,GSWI,2_24,2015,ACT,PRIVMAND,5,,81e883f1-1e89-42cd-a4a3-bf74d88e6f42,,1932.83984375,392.623483203416
260,GSWI,2_24,2015,ACT,PRIVMAND,5,,395904d1-a0f2-4709-857c-96d96731f6aa,,3950.87890625,526.846671497234
261,GSWI,2_13,2018,ACT,PRIVMAND,5,,12b7ce26-68f4-47da-ac1d-9779d3bfeff1,,680.58203125,122.89875376625
262,GSWI,2_13,2018,ACT,PRIVMAND,5,,f93ae26f-7a60-4721-bac6-f4667114f144,,1039.109375,519.402242918749
263,GSWI,11_9,2017,ACT,PRIVMAND,5,,97e395a7-1326-4cb6-ba9e-9001d124c18d,,1763.6953125,415.788926625769
264,GSWI,6_14,2017,ACT,PRIVMAND,5,,1074cc74-588f-4a61-a11f-aa9b627f256d,,348.48046875,93.3401939881518
265,GSWI,1_19,2017,ACT,PRIVVOL,5,,20f4f6e6-55ee-4c84-84be-98c7cc35af37,,118.5703125,130.424943887674
266,GSWI,,,PRP,PRIVMAND,5,,8914db61-195d-4bbd-9f97-e115b99ef3e8,,59.97265625,56.1242102658128
267,GSWI,,,PRP,PRIVMAND,5,,7d30971b-21fd-4826-93c0-d2aca981e4f6,,59.96875,56.12412086473
268,GSWI,,,PRP,PRIVMAND,5,,50923834-eb86-4fc6-961a-48248cd99b34,,62.33203125,59.5522851276958
269,GSWI,,,PRP,PRIVMAND,5,,9a45a5ee-21cf-401d-b955-04610af53a9b,,62.55859375,58.3471261052023
270,GSWI,,,PRP,PRIVMAND,5,,fa6e8d84-26ce-4213-85a4-361b4d5dbb77,,63.05078125,58.7693067609214
271,GSWI,,,ACT,PRIVMAND,5,,eeb2fec8-80ab-4e30-824e-2d208e50026e,,172.62890625,60.1415796851325
272,GSWI,,,PRP,PRIVMAND,5,,6c868e31-eacc-41ec-a392-63689c927d1a,,188.71484375,111.451342587214
273,GSWI,,,PRP,PRIVMAND,5,,31181dd7-46b3-453b-9d8a-5fabb63f54ee,,46.55078125,36.9381349898748
274,GSWI,4_8,2019,ACT,PRIVMAND,5,,642edbd9-cee2-4eff-ba9b-28e2012002d0,,16710.42578125,769.560022525425
275,GSWI,4_8,2019,ACT,PRIVMAND,5,,6324874d-c26c-472f-99d6-9a68199d60de,,5582.078125,300.850323497008
276,GSWI,8_10,2016,ACT,PRIVMAND,5,,2a426455-cd85-4f7c-8158-c4579dc05281,,70.17578125,33.5091355881569
277,GSWI,8_10,2016,ACT,PRIVMAND,5,,c92ddde1-7cf5-48b9-92b4-c2b0af71412d,,70.1796875,33.5091772483345
278,GSWI,8_4,2016,ACT,PRIVMAND,5,,05e54c23-2b52-40da-b8ef-638be061d2e4,,254.6484375,70.6444920424133
279,GSWI,8_4,2016,ACT,PRIVMAND,5,,bd57d4ef-ad31-43fb-880b-57c652257ba1,,758.1796875,225.679395489516
280,GSWI,8_17,2016,ACT,PRIVMAND,5,,f425d954-6deb-49bd-aab6-164c66b999ed,,289.5390625,83.8687238586417
281,GSWI,12_16,2016,ACT,PRIVMAND,5,,92ceae75-0e70-4674-b45b-5dd2dc20317d,,15045.125,1448.10513193128
282,GSWI,8_4,2017,ACT,PRIVMAND,5,,b35683af-44a8-4b2d-86a8-5326dcd9be88,,1098.484375,139.645266558029
283,GSWI,8_4,2017,ACT,PRIVMAND,5,,ce6849b7-eeac-4939-830b-0568d7b8bd8e,,1089.875,139.258317902135
284,GSWI,8_4,2017,ACT,PRIVMAND,5,,36233f78-3b7e-46fe-b3c5-4e0f68d87e03,,604.9453125,171.01982312665
285,GSWI,,,PRP,PRIVVOLSMIP,5,,5a14a95e-767c-4172-843a-c743bcc5717d,,283.84375,91.7086299311686
286,GSWI,3_28,2017,ACT,PRIVMAND,5,,9d99af77-0c8d-4e66-ba46-1721bdc0a0ed,,10410.9609375,549.832290616432
287,GSWI,,,PRP,PRIVMAND,5,,7116c63b-9f12-4e84-9f6f-5484f1e89a3e,,4647.73828125,316.223613035374
288,GSWI,10_26,2016,ACT,PRIVMAND,5,,890fe813-ca3a-4b67-b52d-bd37895017b5,,112.7890625,72.7342032816989
289,GSWI,12_22,2017,ACT,PRIVMAND,5,,a445d66c-44af-46d0-8d47-f1befdf879a5,,409.40625,150.022398485737
290,GSWI,12_22,2017,ACT,PRIVMAND,5,,666fadac-c01c-4892-8647-f7a144d1a069,,705.98828125,171.438995473914
291,GSWI,6_11,2020,ACT,PWD,5,,68b1a1f6-cc29-4d8e-99d0-b64fa5e9215a,,665.1171875,309.579102695372
292,GSWI,7_8,2015,ACT,PWD,5,,dba047b9-8435-47db-9f88-81fbbe7f2f8d,,106.5625,85.7868152412693
293,STORM,1_1,9999,ACT,PWD,5,,9a563836-2e8f-4e92-b539-89b566ee6ba1,,1851.73046875,475.632273572167
294,STORM,1_1,9999,ACT,PWD,5,,fb8f0c4f-4cb6-4c7a-aab4-714e33e5db66,,1839.796875,183.122708418684
295,STORM,1_1,9999,ACT,PWD,5,,4e0f194f-ee24-4350-8649-dbd5d33e931a,,1998.9609375,195.159010690699
296,STORM,1_1,9999,ACT,PWD,5,,afa65285-2dde-46b8-a3c0-13bad82da114,,8703.140625,382.759820300889
297,GSWI,12_4,2012,ACT,PWD,5,,15fe2a2b-0f37-4d51-8f3b-d326992dd1f3,,397.484375,89.5226889000732
298,GSWI,7_8,2015,ACT,PWD,5,,f3ff5f7a-aabf-4823-bbd9-ececc0315a95,,115.91015625,112.786729611953
299,GSWI,7_8,2019,ACT,PRIVMAND,5,,799cab23-cd13-464c-a411-4fda611beca9,,717.21484375,98.75989207427
300,GSWI,,,PRP,PWD,5,,4aa33905-4ab7-4fd6-91bb-a48e355d2658,,1269.96484375,167.812494595675
301,GSWI,,,PRP,PRIVMAND,5,,922ea099-e669-4787-91b1-e33d96ccb3f7,,140.515625,52.8464595307995
302,GSWI,,,PRP,PRIVMAND,5,,b81f5167-8d54-4fed-8bc4-ae330e8d5b40,,239.73046875,125.219838585627
303,GSWI,,,PRP,PRIVMAND,5,,27cf2aa8-3a5c-4389-814b-6a1dc6addc26,,235.23046875,149.840741782559
304,GSWI,,,PRP,PRIVMAND,5,,3bcc2674-1c47-4e35-bd78-8121b408d52a,,1204.92578125,201.199191186679
305,GSWI,,,PRP,PRIVMAND,5,,8591fc83-57c6-4131-a822-2d69278f5351,,165.2890625,186.939915837825
306,GSWI,,,PRP,PRIVMAND,5,,c962c9c1-18af-4ee6-a707-df89b014bb54,,316.6875,193.578968839869
307,GSWI,,,PRP,PRIVMAND,5,,2c1f18d8-f243-4c24-a827-3087f5de588d,,578.51953125,95.0348033958965
308,GSWI,,,PRP,PRIVMAND,5,,69ab1302-0e35-476b-bdc5-47586ffd5db4,,2831.015625,678.742096356881
309,GSWI,,,PRP,PRIVMAND,5,,0b61abf4-8e0b-45aa-94fb-34fca5ce3786,,3848.55859375,1075.02166264264
310,GSWI,,,PRP,PRIVMAND,5,,c3ac65d5-7dc7-4ae8-8ec3-764b15a7e8fc,,2007.38671875,516.851932387515
311,GSWI,10_9,2011,ACT,PWD,5,,38dceb27-229a-4c22-b8ef-d75dab0dce0c,,771.03125,209.20059962763
312,GSWI,6_27,2019,ACT,PRIVMAND,5,,d0841df1-9c6b-4802-a64b-3785ea171e92,,1301.49609375,151.411268114434
313,GSWI,2_17,2021,ACT,PRIVMAND,5,,889b82c6-7540-4212-a640-8ab5b4af36e5,,102.6015625,49.2247836178715
